title,total_time,serving_size,ingr,instructions,nativeCuisine,country
Korean Fusion Chicken Burrito,30,4 burritos,"6 cloves garlic, minced","Preheat oven to 360 degrees F (182 degrees C).

Stir garlic, chile paste, soy sauce, sugar, and sesame oil together in a bowl until the sugar dissolves into the liquid; add chicken and stir to coat.

Wrap tortillas in aluminum foil and bake in preheated oven until hot and soft, about 10 minutes.

While the tortillas warm, heat vegetable oil in a skillet. Cook and stir chicken in skillet until hot and the sauce has thickened, about 10 minutes.

Spread 1/2 teaspoon butter over one side of each warm tortilla. Divide chicken between the tortillas. Top chicken with equal portions of the cilantro, kimchi, Cheddar cheese, and salsa.

Fold opposing ends of each tortilla toward one another to partially cover the filling. Pull one remaining edge over the filling and then roll so the tortilla surrounds the filling completely.
",korean,KOR
Daeji Bulgogi (Pork Bulgogi),215,6 servings,3 tablespoons soy sauce,"Whisk soy sauce, barbeque sauce, hot pepper paste, sugar, ginger root, red pepper flakes, sesame seeds, and black pepper together in a small bowl.

Place pork in a large bowl. Pour soy sauce mixture over pork; toss to coat. Marinate in the refrigerator, at least 3 hours and up to overnight.

Preheat a large skillet or grill pan over medium-high heat. Add pork, discarding marinade. Cook, stirring frequently, until pork begins to brown, about 5 minutes. Stir in onion; cook until soft, about 10 minutes.
",korean,KOR
Korean Sushi,60,24 sushi pieces,2 cups uncooked short-grain white rice,"In a medium saucepan bring 2 cups water and cider vinegar to a boil. Add rice and stir. Reduce heat, cover and simmer for 20 minutes, until rice grains are sticky and soft.

In a medium saucepan, place chard in enough water to cover. Bring to a boil, and cook until tender. Cut into thin strips.

Whisk the eggs with soy sauce and 3 tablespoons water. Pour into a medium skillet over medium heat. Cook until thickened. Remove from heat and cut into strips.

Heat the vegetable oil in a medium saucepan over medium high heat. Slowly cook and stir the onion until tender. Mix in the beef and 1 tablespoon soy sauce, and cook until evenly brown. Drain and set aside.

Preheat oven to 350 degrees F (175 degrees C). Place the nori sheets on a medium baking sheet, and heat in the preheated oven 1 to 2 minutes, until slightly crisp.

Place the nori sheets, one at a time , on a bamboo rolling mat. Line the nori sheets evenly with approximately 3/4 inch (2 cm) depth of rice, taking care not to let the rice cover the edges of the nori. Beginning at one end of the nori sheet, top the rice with a stick of carrot, a line of tuna, chard, egg, a cucumber slice, and a line of beef. Repeat until the food reaches approximately the middle of the nori sheet. Roll the sheets carefully and tightly. Seal with a grain or two of the sticky rice. Slice each roll into approximately 4 pieces and serve.
",korean,KOR
Korean Bulgogi Bowl,30,4 servings,1 pound lean ground beef,"Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain and discard grease. Mix in sesame oil.

Combine brown sugar, soy sauce, water, Asian pear, garlic, ginger, red pepper flakes, and black pepper in a food processor. Blend until combined but still slightly chunky. Pour mixture into the skillet with the beef and cook over medium heat until most of the liquid evaporates, 7 to 9 minutes.

Place 1/4 the cooked brown rice in the bottom of an individual serving bowl. Top with a portion of beef mixture, lettuce, cucumber, red bell pepper, and sesame seeds. Repeat with remaining rice, beef, and toppings.
",korean,KOR
Curried Beef with Winter Vegetables,125,8 servings,"½ pound beef for stew, such as beef chuck roast, cut into 1-inch chunks","Preheat oven to 350 degrees F (175 degrees C). Line a roasting pan with aluminum foil.

Place the beef into a pan with enough water to cover. Bring to a boil, reduce heat and simmer for 30 minutes.

Meanwhile, heat the olive oil in a deep pot over medium-high heat. Stir in the ginger, garlic, onions, and celery, and cook until vegetables soften, about 5 minutes. Mix in the curry powder, coriander powder, five-spice powder, and turmeric, and toss to evenly coat the onion mixture. Cook about 5 minutes more, and stir in the carrots, parsnips, potatoes, zucchini, and apples. Stir in the beef with its cooking liquid, raisins, and cashews, and toss to evenly blend the spices.

Pour the beef and vegetable mixture into the prepared roasting pan. Drizzle 1/2 cup water over the mixture. Cover the pan with aluminum foil.

Bake in preheated oven until heated through, about 1 hour.
",pakistani,PAK
Pakistani Style Vegetables,55,4 serving(s),½ teaspoon olive oil,"Heat olive oil in a medium saucepan over medium heat, and stir in onions, garlic, and peppercorns. Saute until onions are tender. Mix in ginger, garam masala, turmeric, paprika, red pepper flakes, and salt. Stirring constantly, cook until onions are thoroughly coated with the seasonings.

Stir 1/4 cup water into the saucepan. Mix in cabbage, potatoes, tomatoes, and remaining water. Increase heat to medium-high. Continue to cook, stirring often, until all vegetables are tender, about 20 minutes. Stir in the peas during the last 5 minutes of cooking.
",pakistani,PAK
Easy and Yummiest Kulfi Recipe,490,12 servings,2 (5 ounce) cans evaporated milk,"Pour evaporated milk, canned cream, and sweetened condensed milk into a blender; tear bread into pieces and add to blender. Add cardamom and almonds; blend until liquified, 3 to 4 minutes. Pour into a 9x13-inch glass dish and freeze 8 hours or overnight before cutting into squares and serving.
",pakistani,PAK
Kala Chola Pakistani-Style,690,4 servings,1 ½ cups dry black garbanzo beans (kala channa),"Place garbanzo beans in a large bowl. Pour enough water over the beans to cover by several inches. Soak 8 hours to overnight. Rinse and drain the garbanzo beans thoroughly.

Combine garbanzo beans, 3 cups water, tomatoes, 1 finely chopped onion, jalapeno pepper, vegetable oil, salt, turmeric, ground red chile pepper, and dried whole chiles in a large pot over medium-high heat; bring to a boil, reduce heat to medium-low, and cook until the garbanzo beans are tender, 3 to 4 hours, adding water as needed to keep about 1 inch of liquid at the bottom of the pot.

Garnish with cilantro and 1 tablespoon finely chopped onion to serve.
",pakistani,PAK
Minced Beef with Black-Eyed Beans,35,4 servings,5 tablespoons vegetable oil,"Heat oil in a large deep skillet over medium-high heat. Add onion, and saute until light golden, then throw in the garlic, and cook for 1 minute. Put in 1/4 cup of the water and tomato, then season with salt, red chili powder, cumin, and turmeric. Simmer for 1 minute.

Add beef and cook for at least 10 minutes, adding another 1/4 cup of the water when it gets dry. When the beef mixture is dry, pour in the black-eyed peas. Cook for 3 minutes. Stir in the remaining 1/4 cup of water, and reduce the heat to low. Cover and simmer until all of the water has cooked down, and you can see the oil.

Remove from the heat and mix in the garam masala. Transfer to a serving dish and sprinkle the lemon juice, cilantro, and green chilies over the top.
",pakistani,PAK
Gulab Jamun or Kala Jam (Waffle Balls),77,12 gulab,2 cups water,"Combine water, sugar, cardamom, rose water, and saffron in a saucepan; bring to a boil. Reduce heat and simmer until consistency is syrupy, 5 to 10 minutes.

Mix milk powder, flour, and baking soda in a bowl until well-combined. Slowly mix in butter and yogurt until dough comes together. Let gulab dough rest for 5 minutes. Shape into smooth balls the size of pennies.

Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Test the temperature of the oil by dropping in a small piece of dough. When it sits at the bottom of the pan for 1 minute before coming to the surface, the oil is ready.

Fry 4 gulab balls at a time, stirring carefully, until dark golden brown on all sides, about 2 minutes. Drain on a paper-towel lined plate. Repeat with remaining gulab.

Bring syrup back up to a boil and drop in fried gulab. Remove from heat and let them soak in the syrup, covered, 45 minutes to 1 hour.
",pakistani,PAK
Matar Pulao (Rice with Peas),30,6 servings,2 tablespoons vegetable oil,"Heat the oil in a deep heavy skillet over low heat. Add the cloves, cardamom seeds, peppercorns and cinnamon sticks. Cook for a few minutes to bring out the aroma of the spices. Stir the garlic powder and 2 tablespoons of water together to make a paste; mix into the pan with the spices.

Add the green peas to the pan, cover and cook for about 5 minutes.

Add the remaining 4 cups of water and rice to the pan. Season with a little salt. Bring to a boil, then cover, and cook for about 15 minutes, until the rice is tender and the water has been absorbed. Taste, and adjust the salt before serving.
",pakistani,PAK
Besan Ladoo,165,10 Ladoo Balls,¾ cup ghee (clarified butter),"Heat the ghee in a wok over low heat. Stir in the chickpea flour and cook over low heat until the chickpea flour is toasted and the mixture smells fragrant, about 10 minutes. The mixture should be pasty, not powdery.

Remove the mixture from the heat and cool slightly until it is warm, not hot. Grind the coconut, if using, in a coffee grinder until fine. Add the ground almonds, superfine sugar, ground coconut, and ground cardamom to the wok and mix thoroughly.

While the mixture is warm, shape it into round balls that are about 1- to 1 1/4 inches in diameter. Store the ladoos in an airtight container and let them sit for 2 to 3 hours to cool completely. They can be eaten immediately, but taste better after several hours.
",pakistani,PAK
Chicken Jalfarezi,40,4 servings,4 teaspoons vegetable oil,"Heat the oil in a large skillet over medium heat, and cook and stir the onion and garlic until tender. Mix in the tomato paste, tomatoes, and vinegar. Season with turmeric, cumin, coriander, chili powder, and garam masala. Continue to cook and stir until blended and heated through, about 10 minutes.

Mix the red bell pepper and chicken into the skillet. Reduce heat, and simmer 6 to 8 minutes, until chicken is heated through. Season with salt. Garnish with cilantro sprigs to serve.
",pakistani,PAK
Oven-Baked Kofta Kebabs (Pakistani-Style),60,4 servings,"2 tablespoons vegetable oil, or more as needed","Preheat oven to 350 degrees F (175 degrees C).

Heat oil in a large skillet over medium-high heat. Saute onion until golden brown, about 5 minutes. Transfer onion and 1 tablespoon of the oil from the skillet to a food processor and puree until smooth. Reserve remaining oil in the skillet.

Place onion puree, beef, egg, yogurt, garlic paste, ginger paste, coriander, salt, and red pepper in a bowl. Mix by hand to combine. Form beef mixture into 4 to 5-inch-long kebabs using oiled hands. Arrange in a baking pan.

Saute cumin seeds in the reserved oil over medium-high heat until blackened, about 5 minutes. Stir in tomato sauce, and salt; cook until heated through, about 5 minutes more. Pour the sauce over the kebabs. Cover with aluminum foil.

Bake in the preheated oven until beef is no longer pink in the center, about 20 minutes. Uncover and turn on the broiler. Broil until brown, about 5 minutes more.
",pakistani,PAK
Pakistani Batter-Fried Potatoes,25,8 servings,1 quart vegetable oil for frying,"Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C).

Whisk gram flour, salt, cayenne pepper, cumin seeds, and baking powder together in a bowl. Stir lukewarm water into flour mixture, 1/2 cup at a time, until batter has a thick pancake-batter consistency.

Dip potato slices in batter until well-coated.

Working in batches, cook coated potatoes in hot oil, turning once, until golden and crispy, 2 to 4 minutes. Transfer potatoes to a paper-towel lined plate to drain.
",pakistani,PAK
Spicy Potato Noodles (Bataka Sev),85,10 cups,¼ cup chopped fresh green chile peppers,"Combine the chiles, garlic, ginger, 1 teaspoon salt, 1/8 teaspoon turmeric, and 2 teaspoons vegetable oil in a food processor or mortar and pestle and process into a fine paste. (Add a tablespoon of water if you need more liquid.) Set aside.

Place the potatoes in a saucepan with the water and bring to a boil over high heat. Reduce the heat to low, cover the pan, and cook the potatoes until they're soft and easily pierced with a fork, about 15 minutes. Reserve the cooking water.

Mash the potatoes while they're still warm, using some of the cooking water to get a smooth consistency. Mix in 1 tablespoon green chile paste, chickpea flour, 2 1/2 teaspoons salt, 1 teaspoon turmeric, and mustard oil. Add enough reserved potato-cooking water as needed to make a soft dough. Taste the dough for heat level and seasoning (the dough will taste raw, but should be salty and spicy; the flavors will mellow slightly during cooking). Add more salt and chile paste if desired.

Heat the cooking oil in a deep pan over medium-high heat. Use a potato ricer (or sev machine, if you have one) to press noodles into the oil. Fry until golden brown and crisp, about two minutes. Use a skimmer or slotted spoon to transfer the noodles to a paper towel-lined bowl. Repeat until all noodles are fried. Store in an airtight container for up to two weeks.
",pakistani,PAK
